SPINNAKER_APPLICATION_NAME,SPINNAKER_PIPELINE_NAME,EXECUTION_TIME
idun-aas-e2e-cicd,eric-oss-ncmp-AAS-E2E-Flow,21:00:00
idun-aas-e2e-cicd,eric-ch-data-document-database-pg-AAS-E2E-Flow,21:00:00
